rank,city,total,urban,rural,year,rate
57,Erzincan,299.251,144.144,155.107,1990,%44 %56
20,Erzurum,848.201,400.348,447.853,1990,%44 %56
31,EskiÅehir,641.057,477.436,163.621,1990,%74 %26
10,Gaziantep,1.140.594,821.127,319.467,1990,%71 %29
40,Giresun,499.087,219.114,279.973,1990,%41 %59
71,GÃ¼mÃ¼Åhane,169.375,58.996,110.379,1990,%31 %69
70,HakkÃ¢ri,172.479,71.099,101.38,1990,%36 %64
12,Hatay,1.109.754,531.707,578.047,1990,%48 %52
44,Isparta,434.771,229.574,205.197,1990,%50 %50
7,Ä°Ã§el,1.266.995,787.284,479.711,1990,%62 %38
1,Ä°stanbul,7.309.190,6.753.929,555.261,1990,%93 %7
3,Ä°zmir,2.694.770,2.134.816,559.954,1990,%79 %21
19,KahramanmaraÅ,892.952,407.215,485.737,1990,%45 %55
67,Karaman,217.536,106.051,111.485,1990,%48 %52
30,Kars,662.155,209.463,452.692,1990,%28 %72
46,Kastamonu,423.611,148.710,274.901,1990,%33 %67
17,Kayseri,943.484,604.072,339.412,1990,%63 %37
50,KÄ±rÄ±kkale,349.396,243.378,106.018,1990,%69 %31
55,KÄ±rklareli,309.512,149.532,159.98,1990,%46 %54
63,KÄ±rÅehir,256.862,126.406,130.456,1990,%48 %52
18,Kocaeli,936.163,582.559,353.604,1990,%62 %38
5,Konya,1.750.303,963.128,787.175,1990,%54 %46
35,KÃ¼tahya,578.020,241.999,336.021,1990,%41 %59
28,Malatya,702.055,379.188,322.867,1990,%53 %47
9,Manisa,1.154.418,590.374,564.044,1990,%50 %50
37,Mardin,557.727,249.032,308.695,1990,%43 %57
36,MuÄla,562.809,186.397,376.412,1990,%32 %68
48,MuÅ,376.543,101.154,275.389,1990,%26 %74
59,NevÅehir,289.509,112.955,176.554,1990,%37 %63
56,NiÄde,305.861,97.286,208.575,1990,%31 %69
21,Ordu,830.105,336.820,493.285,1990,%39 %61
51,Rize,348.776,133.370,215.406,1990,%36 %64
29,Sakarya,683.061,297.759,385.302,1990,%43 %57
8,Samsun,1.158.400,525.305,633.095,1990,%44 %56
66,Siirt,243.435,110.139,133.296,1990,%44 %56
61,Sinop,265.153,86.314,178.839,1990,%31 %69
24,Sivas,767.481,381.947,385.534,1990,%47 %53
15,ÅanlÄ±urfa,1.001.455,551.124,450.331,1990,%54 %46
62,ÅÄ±rnak,262.006,125.264,136.742,1990,%47 %53
42,TekirdaÄ,468.842,258.940,209.902,1990,%54 %46
27,Tokat,719.251,308.304,410.947,1990,%42 %58
23,Trabzon,795.849,303.612,492.237,1990,%36 %64
72,Tunceli,133.143,50.799,82.344,1990,%35 %65
58,UÅak,290.283,146.809,143.474,1990,%49 %51
32,Van,637.433,258.967,378.466,1990,%39 %61
34,Yozgat,579.150,208.183,370.967,1990,%35 %65
14,Zonguldak,1.073.560,411.617,661.943,1990,%37 %63
6,Adana,1.849.478,1.397.853,451.625,2000,%76 %24
35,AdÄ±yaman,623.811,338.939,284.872,2000,%54 %46
27,Afyon,812.416,371.868,440.548,2000,%46 %54
40,AÄrÄ±,528.744,252.309,276.435,2000,%48 %52
48,Aksaray,396.084,200.216,195.868,2000,%51 %49
53,Amasya,365.231,196.621,168.61,2000,%54 %46
2,Ankara,4.007.860,3.540.522,467.338,2000,%88 %12
7,Antalya,1.719.751,936.240,783.511,2000,%54 %46
78,Ardahan,133.756,39.725,94.031,2000,%30 %70
73,Artvin,191.934,84.198,107.736,2000,%44 %56
20,AydÄ±n,950.757,493.114,457.643,2000,%52 %48
16,BalÄ±kesir,1.076.347,577.595,498.752,2000,%54 %46
75,BartÄ±n,184.178,48.002,136.176,2000,%26 %74
45,Batman,456.734,304.166,152.568,2000,%67 %33
80,Bayburt,97.358,41.356,56.002,2000,%42 %58
72,Bilecik,194.326,124.380,69.946,2000,%64 %36
66,BingÃ¶l,253.739,123.470,130.269,2000,%49 %51
49,Bitlis,388.678,219.511,169.167,2000,%56 %44
62,Bolu,270.654,142.685,127.969,2000,%53 %47
65,Burdur,256.803,139.897,116.906,2000,%54 %46
5,Bursa,2.125.140,1.630.940,494.2,2000,%77 %23
43,Ãanakkale,464.975,215.571,249.404,2000,%46 %54
63,ÃankÄ±rÄ±,270.355,141.186,129.169,2000,%52 %48
38,Ãorum,597.065,311.897,285.168,2000,%52 %48
25,Denizli,850.029,413.914,436.115,2000,%49 %51
10,DiyarbakÄ±r,1.362.708,817.692,545.016,2000,%60 %40
60,DÃ¼zce,314.266,130.632,183.634,2000,%42 %58
47,Edirne,402.606,230.908,171.698,2000,%57 %43
39,ElazÄ±Ä,569.616,364.274,205.342,2000,%64 %36
59,Erzincan,316.841,172.206,144.635,2000,%54 %46
21,Erzurum,937.389,560.551,376.838,2000,%60 %40
31,EskiÅehir,706.009,557.028,148.981,2000,%79 %21
11,Gaziantep,1.285.249,1.009.126,276.123,2000,%79 %21
41,Giresun,523.819,283.316,240.503,2000,%54 %46
74,GÃ¼mÃ¼Åhane,186.953,77.570,109.383,2000,%41 %59
69,HakkÃ¢ri,236.581,139.455,97.126,2000,%59 %41
13,Hatay,1.253.726,581.341,672.385,2000,%46 %54
76,IÄdÄ±r,168.634,81.582,87.052,2000,%48 %52
42,Isparta,513.681,301.561,212.12,2000,%59 %41
1,Ä°stanbul,10.018.735,9.085.599,933.136,2000,%91 %9
3,Ä°zmir,3.370.866,2.732.669,638.197,2000,%81 %19
18,KahramanmaraÅ,1.002.384,536.007,466.377,2000,%53 %47
71,KarabÃ¼k,225.102,157.756,67.346,2000,%70 %30
68,Karaman,243.210,139.912,103.298,2000,%58 %42
57,Kars,325.016,142.145,182.871,2000,%44 %56
51,Kastamonu,375.476,174.020,201.456,2000,%46 %54
17,Kayseri,1.060.432,732.354,328.078,2000,%69 %31
50,KÄ±rÄ±kkale,383.508,285.294,98.214,2000,%74 %26
56,KÄ±rklareli,328.461,189.202,139.259,2000,%58 %42
67,KÄ±rÅehir,253.239,147.412,105.827,2000,%58 %42
79,Kilis,114.724,74.985,39.739,2000,%65 %35
15,Kocaeli,1.206.085,722.905,483.18,2000,%60 %40
4,Konya,2.192.166,1.294.817,897.349,2000,%59 %41
34,KÃ¼tahya,656.903,318.869,338.034,2000,%49 %51
24,Malatya,853.658,499.713,353.945,2000,%59 %41
12,Manisa,1.260.169,714.760,545.409,2000,%57 %43
32,Mardin,705.098,391.249,313.849,2000,%55 %45
8,Mersin,1.651.400,999.220,652.18,2000,%61 %39
30,MuÄla,715.328,268.341,446.987,2000,%38 %62
46,MuÅ,453.654,159.503,294.151,2000,%35 %65
61,NevÅehir,309.914,136.523,173.391,2000,%44 %56
55,NiÄde,348.081,126.812,221.269,2000,%36 %64
22,Ordu,887.765,416.631,471.134,2000,%47 %53
44,Osmaniye,458.782,311.994,146.788,2000,%68 %32
52,Rize,365.938,205.245,160.693,2000,%56 %44
28,Sakarya,756.168,459.824,296.344,2000,%61 %39
14,Samsun,1.209.137,635.254,573.883,2000,%53 %47
64,Siirt,263.676,153.522,110.154,2000,%58 %42
70,Sinop,225.574,101.285,124.289,2000,%45 %55
29,Sivas,755.091,421.804,333.287,2000,%56 %44
9,ÅanlÄ±urfa,1.443.422,842.129,601.293,2000,%58 %42
54,ÅÄ±rnak,353.197,211.328,141.869,2000,%60 %40
36,TekirdaÄ,623.591,395.377,228.214,2000,%63 %37
26,Tokat,828.027,401.762,426.265,2000,%49 %51
19,Trabzon,975.137,478.954,496.183,2000,%49 %51
81,Tunceli,93.584,54.476,39.108,2000,%58 %42
58,UÅak,322.313,182.040,140.273,2000,%56 %44
23,Van,877.524,446.976,430.548,2000,%51 %49
77,Yalova,168.593,98.661,69.932,2000,%59 %41
33,Yozgat,682.919,315.156,367.763,2000,%46 %54
37,Zonguldak,615.599,250.282,365.317,2000,%41 %59
5,Adana,2.006.650,1.611.262,395.388,2007,%80 %20
36,AdÄ±yaman,582.762,329.060,253.702,2007,%56 %44
31,Afyonkarahisar,701.572,355.073,346.499,2007,%51 %49
39,AÄrÄ±,530.879,282.361,248.518,2007,%53 %47
49,Aksaray,366.109,204.808,161.301,2007,%56 %44
54,Amasya,328.674,201.331,127.343,2007,%61 %39
2,Ankara,4.466.756,4.140.890,325.866,2007,%93 %7
7,Antalya,1.789.295,1.127.634,661.661,2007,%63 %37
79,Ardahan,112.721,35.835,76.886,2007,%32 %68
76,Artvin,168.092,91.860,76.232,2007,%55 %45
20,AydÄ±n,946.971,536.758,410.213,2007,%57 %43
17,BalÄ±kesir,1.118.313,649.423,468.890,2007,%58 %42
72,BartÄ±n,182.131,58.788,123.343,2007,%32 %68
42,Batman,472.487,342.452,130.035,2007,%72 %28
81,Bayburt,76.609,37.473,39.136,2007,%49 %51
70,Bilecik,203.777,145.126,58.651,2007,%71 %29
63,BingÃ¶l,251.552,141.703,109.849,2007,%56 %44
55,Bitlis,327.886,179.260,148.626,2007,%55 %45
62,Bolu,270.417,157.938,112.479,2007,%58 %42
64,Burdur,251.181,148.789,102.392,2007,%59 %41
4,Bursa,2.439.876,1.979.999,459.877,2007,%81 %19
41,Ãanakkale,476.128,247.443,228.685,2007,%52 %48
75,ÃankÄ±rÄ±,174.012,106.087,67.925,2007,%61 %39
37,Ãorum,549.828,340.916,208.912,2007,%62 %38
21,Denizli,907.325,460.747,446.578,2007,%51 %49
11,DiyarbakÄ±r,1.460.714,855.389,605.325,2007,%59 %41
56,DÃ¼zce,323.328,157.894,165.434,2007,%49 %51
48,Edirne,396.462,259.809,136.653,2007,%66 %34
38,ElazÄ±Ä,541.258,389.774,151.484,2007,%72 %28
69,Erzincan,213.538,114.437,99.101,2007,%54 %46
23,Erzurum,784.941,485.563,299.378,2007,%62 %38
28,EskiÅehir,724.849,625.453,99.396,2007,%86 %14
9,Gaziantep,1.560.023,1.342.518,217.505,2007,%86 %14
45,Giresun,417.505,240.367,177.138,2007,%58 %42
77,GÃ¼mÃ¼Åhane,130.825,60.781,70.044,2007,%46 %54
65,HakkÃ¢ri,246.469,136.124,110.345,2007,%55 %45
13,Hatay,1.386.224,681.665,704.559,2007,%49 %51
73,IÄdÄ±r,181.866,97.054,84.812,2007,%53 %47
44,Isparta,419.845,274.204,145.641,2007,%65 %35
1,Ä°stanbul,12.573.836,11.174.257,1.399.579,2007,%89 %11
3,Ä°zmir,3.739.353,3.175.133,564.220,2007,%85 %15
18,KahramanmaraÅ,1.004.414,584.726,419.688,2007,%58 %42
68,KarabÃ¼k,218.463,164.072,54.391,2007,%75 %25
66,Karaman,226.049,147.210,78.839,2007,%65 %35
58,Kars,312.205,134.726,177.479,2007,%43 %57
50,Kastamonu,360.366,184.685,175.681,2007,%51 %49
16,Kayseri,1.165.088,895.253,269.835,2007,%77 %23
78,Kilis,118.457,82.419,36.038,2007,%70 %30
60,KÄ±rÄ±kkale,280.234,230.189,50.045,2007,%82 %18
52,KÄ±rklareli,333.256,212.390,120.866,2007,%64 %36
67,KÄ±rÅehir,223.170,147.073,76.097,2007,%66 %34
12,Kocaeli,1.437.926,894.242,543.684,2007,%62 %38
6,Konya,1.959.082,1.412.343,546.739,2007,%72 %28
35,KÃ¼tahya,583.910,350.255,233.655,2007,%60 %40
29,Malatya,722.065,462.569,259.496,2007,%64 %36
14,Manisa,1.319.920,841.059,478.861,2007,%64 %36
25,Mardin,745.778,428.611,317.167,2007,%57 %43
8,Mersin,1.595.938,1.056.331,539.607,2007,%66 %34
24,MuÄla,766.156,310.527,455.629,2007,%41 %59
47,MuÅ,405.509,142.913,262.596,2007,%35 %65
61,NevÅehir,280.058,145.037,135.021,2007,%52 %48
53,NiÄde,331.677,149.696,181.981,2007,%45 %55
30,Ordu,715.409,395.283,320.126,2007,%55 %45
43,Osmaniye,452.880,323.536,129.344,2007,%71 %29
57,Rize,316.252,197.167,119.085,2007,%62 %38
22,Sakarya,835.222,594.114,241.108,2007,%71 %29
15,Samsun,1.228.959,725.111,503.848,2007,%59 %41
10,ÅanlÄ±urfa,1.523.099,919.832,603.267,2007,%60 %40
59,Siirt,291.528,173.770,117.758,2007,%60 %40
71,Sinop,198.412,99.872,98.540,2007,%50 %50
46,ÅÄ±rnak,416.001,256.352,159.649,2007,%62 %38
32,Sivas,638.464,415.961,222.503,2007,%65 %35
27,TekirdaÄ,728.396,494.342,234.054,2007,%68 %32
33,Tokat,620.722,350.914,269.808,2007,%57 %43
26,Trabzon,740.569,396.646,343.923,2007,%54 %46
80,Tunceli,84.022,54.369,29.653,2007,%65 %35
51,UÅak,334.115,217.267,116.848,2007,%65 %35
19,Van,979.671,511.678,467.993,2007,%52 %48
74,Yalova,181.758,122.075,59.683,2007,%67 %33
40,Yozgat,492.127,265.531,226.596,2007,%54 %46
34,Zonguldak,615.890,274.275,341.615,2007,%45 %55
5,Adana,2.026.319,1.763.351,262.968,2008,%87 %13
35,AdÄ±yaman,585.067,329.965,255.102,2008,%56 %44
31,Afyonkarahisar,697.365,355.753,341.612,2008,%51 %49
39,AÄrÄ±,532.180,265.714,266.466,2008,%50 %50
49,Aksaray,370.598,213.288,157.31,2008,%58 %42
56,Amasya,323.675,201.575,122.1,2008,%62 %38
2,Ankara,4.548.939,4.395.888,153.051,2008,%97 %3
7,Antalya,1.859.275,1.273.940,585.335,2008,%69 %31
79,Ardahan,112.242,36.502,75.74,2008,%33 %67
76,Artvin,166.584,89.614,76.97,2008,%54 %46
20,AydÄ±n,965.500,556.700,408.8,2008,%58 %42
17,BalÄ±kesir,1.130.276,662.199,468.077,2008,%59 %41
73,BartÄ±n,185.368,59.736,125.632,2008,%32 %68
40,Batman,485.616,349.045,136.571,2008,%72 %28
81,Bayburt,75.675,36.912,38.763,2008,%49 %51
72,Bilecik,193.169,137.677,55.492,2008,%71 %29
64,BingÃ¶l,256.091,137.286,118.805,2008,%54 %46
55,Bitlis,326.897,168.824,158.073,2008,%52 %48
62,Bolu,268.882,169.486,99.396,2008,%63 %37
65,Burdur,247.437,145.409,102.028,2008,%59 %41
4,Bursa,2.507.963,2.204.874,303.089,2008,%88 %12
42,Ãanakkale,474.791,248.008,226.783,2008,%52 %48
75,ÃankÄ±rÄ±,176.093,106.949,69.144,2008,%61 %39
38,Ãorum,545.444,345.352,200.092,2008,%63 %37
21,Denizli,917.836,620.193,297.643,2008,%68 %32
11,DiyarbakÄ±r,1.492.828,1.051.511,441.317,2008,%70 %30
54,DÃ¼zce,328.611,184.022,144.589,2008,%56 %44
48,Edirne,394.644,262.039,132.605,2008,%66 %34
37,ElazÄ±Ä,547.562,384.034,163.528,2008,%70 %30
69,Erzincan,210.645,113.231,97.414,2008,%54 %46
24,Erzurum,774.967,485.107,289.86,2008,%63 %37
28,EskiÅehir,741.739,653.663,88.076,2008,%88 %12
8,Gaziantep,1.612.223,1.410.286,201.937,2008,%87 %13
45,Giresun,421.766,235.647,186.119,2008,%56 %44
77,GÃ¼mÃ¼Åhane,131.367,57.921,73.446,2008,%44 %56
63,HakkÃ¢ri,258.590,143.225,115.365,2008,%55 %45
13,Hatay,1.413.287,683.991,729.296,2008,%48 %52
74,IÄdÄ±r,184.025,94.407,89.618,2008,%51 %49
46,Isparta,407.463,264.855,142.608,2008,%65 %35
1,Ä°stanbul,12.697.164,12.569.041,128.123,2008,%99 %1
3,Ä°zmir,3.795.978,3.450.537,345.441,2008,%91 %9
18,KahramanmaraÅ,1.029.298,598.471,430.827,2008,%58 %42
68,KarabÃ¼k,216.248,163.365,52.883,2008,%76 %24
66,Karaman,230.145,151.822,78.323,2008,%66 %34
58,Kars,312.128,130.625,181.503,2008,%42 %58
50,Kastamonu,360.424,184.228,176.196,2008,%51 %49
16,Kayseri,1.184.386,1.001.449,182.937,2008,%85 %15
78,Kilis,120.991,82.747,38.244,2008,%68 %32
61,KÄ±rÄ±kkale,279.325,230.354,48.971,2008,%82 %18
52,KÄ±rklareli,336.942,218.071,118.871,2008,%65 %35
67,KÄ±rÅehir,222.735,149.382,73.353,2008,%67 %33
12,Kocaeli,1.490.358,1.392.733,97.625,2008,%93 %7
6,Konya,1.969.868,1.423.546,546.322,2008,%72 %28
36,KÃ¼tahya,565.884,347.073,218.811,2008,%61 %39
29,Malatya,733.789,492.411,241.378,2008,%67 %33
14,Manisa,1.316.750,843.999,472.751,2008,%64 %36
26,Mardin,750.697,422.537,328.16,2008,%56 %44
9,Mersin,1.602.908,1.229.431,373.477,2008,%77 %23
23,MuÄla,791.424,329.126,462.298,2008,%42 %58
47,MuÅ,404.309,138.089,266.22,2008,%34 %66
60,NevÅehir,281.699,146.349,135.35,2008,%52 %48
51,NiÄde,338.447,151.924,186.523,2008,%45 %55
30,Ordu,719.278,384.066,335.212,2008,%53 %47
43,Osmaniye,464.704,332.394,132.31,2008,%72 %28
57,Rize,319.410,189.704,129.706,2008,%59 %41
22,Sakarya,851.292,622.046,229.246,2008,%73 %27
15,Samsun,1.233.677,776.385,457.292,2008,%63 %37
10,ÅanlÄ±urfa,1.574.224,885.929,688.295,2008,%56 %44
59,Siirt,299.819,178.960,120.859,2008,%60 %40
70,Sinop,200.791,101.383,99.408,2008,%50 %50
44,ÅÄ±rnak,429.287,270.744,158.543,2008,%63 %37
32,Sivas,631.112,405.769,225.343,2008,%64 %36
25,TekirdaÄ,770.772,521.554,249.218,2008,%68 %32
34,Tokat,617.158,346.058,271.1,2008,%56 %44
27,Trabzon,748.982,390.797,358.185,2008,%52 %48
80,Tunceli,86.449,55.655,30.794,2008,%64 %36
53,UÅak,334.111,217.567,116.544,2008,%65 %35
19,Van,1.004.369,514.481,489.888,2008,%51 %49
71,Yalova,197.412,131.599,65.813,2008,%67 %33
41,Yozgat,484.206,266.639,217.567,2008,%55 %45
33,Zonguldak,619.151,274.504,344.647,2008,%44 %56
5,Adana,2.062.226,1.805.145,257.081,2009,%88 %12
35,AdÄ±yaman,588.475,338.617,249.858,2009,%58 %42
31,Afyonkarahisar,701.326,363.717,337.609,2009,%52 %48
39,AÄrÄ±,537.665,269.147,268.518,2009,%50 %50
49,Aksaray,376.907,223.727,153.18,2009,%59 %41
56,Amasya,324.268,205.310,118.958,2009,%63 %37
2,Ankara,4.650.802,4.513.921,136.881,2009,%97 %3
7,Antalya,1.919.729,1.331.743,587.986,2009,%69 %31
79,Ardahan,108.169,34.548,73.621,2009,%32 %68
76,Artvin,165.580,90.008,75.572,2009,%54 %46
20,AydÄ±n,979.155,573.884,405.271,2009,%59 %41
17,BalÄ±kesir,1.140.085,678.732,461.353,2009,%60 %40
73,BartÄ±n,188.449,63.234,125.215,2009,%34 %66
40,Batman,497.998,362.154,135.844,2009,%73 %27
81,Bayburt,74.710,36.941,37.769,2009,%49 %51
71,Bilecik,202.061,148.330,53.731,2009,%73 %27
64,BingÃ¶l,255.745,138.574,117.171,2009,%54 %46
55,Bitlis,328.489,168.988,159.501,2009,%51 %49
62,Bolu,271.545,170.071,101.474,2009,%63 %37
65,Burdur,251.550,151.158,100.392,2009,%60 %40
4,Bursa,2.550.645,2.249.974,300.671,2009,%88 %12
42,Ãanakkale,477.735,255.220,222.515,2009,%53 %47
74,ÃankÄ±rÄ±,185.019,111.944,73.075,2009,%61 %40
38,Ãorum,540.704,350.477,190.227,2009,%65 %35
21,Denizli,926.362,630.997,295.365,2009,%68 %32
12,DiyarbakÄ±r,1.515.011,1.079.160,435.851,2009,%71 %29
53,DÃ¼zce,335.156,190.625,144.531,2009,%57 %43
48,Edirne,395.463,264.213,131.25,2009,%67 %33
37,ElazÄ±Ä,550.667,392.722,157.945,2009,%71 %29
69,Erzincan,213.288,118.695,94.593,2009,%56 %44
25,Erzurum,774.207,491.038,283.169,2009,%63 %37
27,EskiÅehir,755.427,669.444,85.983,2009,%89 %11
8,Gaziantep,1.653.670,1.454.097,199.573,2009,%88 %12
45,Giresun,421.860,242.584,179.276,2009,%58 %43
77,GÃ¼mÃ¼Åhane,130.976,58.535,72.441,2009,%45 %55
63,HakkÃ¢ri,256.761,141.632,115.129,2009,%55 %45
13,Hatay,1.448.418,715.653,732.765,2009,%49 %51
75,IÄdÄ±r,183.486,94.685,88.801,2009,%52 %48
46,Isparta,420.796,280.154,140.642,2009,%67 %33
1,Ä°stanbul,12.915.158,12.782.960,132.198,2009,%99 %1
3,Ä°zmir,3.868.308,3.525.202,343.106,2009,%91 %9
18,KahramanmaraÅ,1.037.491,605.531,431.96,2009,%58 %42
68,KarabÃ¼k,218.564,167.550,51.014,2009,%77 %23
66,Karaman,231.872,155.932,75.94,2009,%67 %33
58,Kars,306.536,126.127,180.409,2009,%41 %59
50,Kastamonu,359.823,189.984,169.839,2009,%53 %47
16,Kayseri,1.205.872,1.027.279,178.593,2009,%85 %15
78,Kilis,122.104,84.299,37.805,2009,%69 %31
61,KÄ±rÄ±kkale,280.834,232.990,47.844,2009,%83 %17
54,KÄ±rklareli,333.179,217.144,116.035,2009,%65 %35
67,KÄ±rÅehir,223.102,154.205,68.897,2009,%69 %31
11,Kocaeli,1.522.408,1.422.752,99.656,2009,%93 %7
6,Konya,1.992.675,1.450.682,541.993,2009,%73 %27
36,KÃ¼tahya,571.804,358.725,213.079,2009,%63 %37
29,Malatya,736.884,468.310,268.574,2009,%64 %36
14,Manisa,1.331.957,868.809,463.148,2009,%65 %35
28,Mardin,737.852,422.284,315.568,2009,%57 %43
9,Mersin,1.640.888,1.270.621,370.267,2009,%77 %23
23,MuÄla,802.381,339.757,462.624,2009,%42 %58
47,MuÅ,404.484,139.332,265.152,2009,%34 %66
60,NevÅehir,284.025,151.689,132.336,2009,%53 %47
51,NiÄde,339.921,158.398,181.523,2009,%47 %53
30,Ordu,723.507,399.035,324.472,2009,%55 %45
43,Osmaniye,471.804,339.559,132.245,2009,%72 %28
57,Rize,319.569,195.569,124.0,2009,%61 %39
22,Sakarya,861.570,633.158,228.412,2009,%73 %27
15,Samsun,1.250.076,802.011,448.065,2009,%64 %36
10,ÅanlÄ±urfa,1.613.737,899.774,713.963,2009,%56 %44
59,Siirt,303.622,183.924,119.698,2009,%61 %39
72,Sinop,201.134,102.678,98.456,2009,%51 %49
44,ÅÄ±rnak,430.424,271.436,158.988,2009,%63 %37
32,Sivas,633.347,417.756,215.591,2009,%66 %34
24,TekirdaÄ,783.310,530.278,253.032,2009,%68 %32
33,Tokat,624.439,356.246,268.193,2009,%57 %43
26,Trabzon,765.127,408.103,357.024,2009,%53 %47
80,Tunceli,83.061,53.704,29.357,2009,%65 %35
52,UÅak,335.860,221.714,114.146,2009,%66 %34
19,Van,1.022.310,527.525,494.785,2009,%52 %48
70,Yalova,202.531,132.803,69.728,2009,%66 %34
41,Yozgat,487.365,271.270,216.095,2009,%56 %44
34,Zonguldak,619.812,280.316,339.496,2009,%45 %55
5,Adana,2.085.225,1.836.432,248.793,2010,%88 %12
35,AdÄ±yaman,590.935,347.236,243.699,2010,%59 %41
31,Afyonkarahisar,697.559,365.421,332.138,2010,%52 %48
38,AÄrÄ±,542.022,275.785,266.237,2010,%51 %49
49,Aksaray,377.505,228.060,149.445,2010,%60 %40
54,Amasya,334.786,219.541,115.245,2010,%66 %34
2,Ankara,4.771.716,4.641.256,130.46,2010,%97 %3
7,Antalya,1.978.333,1.392.974,585.359,2010,%70 %30
79,Ardahan,105.454,33.701,71.753,2010,%32 %68
76,Artvin,164.759,89.960,74.799,2010,%55 %45
20,AydÄ±n,989.862,588.552,401.31,2010,%59 %41
17,BalÄ±kesir,1.152.323,694.926,457.397,2010,%60 %40
73,BartÄ±n,187.758,63.984,123.774,2010,%34 %66
40,Batman,510.200,373.388,136.812,2010,%73 %27
81,Bayburt,74.412,37.537,36.875,2010,%50 %50
68,Bilecik,225.381,173.389,51.992,2010,%77 %23
64,BingÃ¶l,255.170,138.069,117.101,2010,%54 %46
56,Bitlis,328.767,168.787,159.98,2010,%51 %49
62,Bolu,271.208,169.962,101.246,2010,%63 %37
63,Burdur,258.868,159.508,99.36,2010,%62 %38
4,Bursa,2.605.495,2.308.574,296.921,2010,%89 %11
41,Ãanakkale,490.397,269.035,221.362,2010,%55 %45
75,ÃankÄ±rÄ±,179.067,110.222,68.845,2010,%62 %38
39,Ãorum,535.405,355.015,180.39,2010,%66 %34
21,Denizli,931.823,641.093,290.73,2010,%69 %31
12,DiyarbakÄ±r,1.528.958,1.090.172,438.786,2010,%71 %29
51,DÃ¼zce,338.188,194.128,144.06,2010,%57 %43
48,Edirne,390.428,261.920,128.508,2010,%67 %33
37,ElazÄ±Ä,552.646,400.675,151.971,2010,%73 %28
69,Erzincan,224.949,134.028,90.921,2010,%60 %40
25,Erzurum,769.085,489.486,279.599,2010,%64 %36
26,EskiÅehir,764.584,681.854,82.73,2010,%89 %11
8,Gaziantep,1.700.763,1.501.566,199.197,2010,%88 %12
46,Giresun,419.256,245.381,173.875,2010,%59 %41
77,GÃ¼mÃ¼Åhane,129.618,61.162,68.456,2010,%47 %53
65,HakkÃ¢ri,251.302,136.050,115.252,2010,%54 %46
13,Hatay,1.480.571,743.439,737.132,2010,%50 %50
74,IÄdÄ±r,184.418,95.550,88.868,2010,%52 %48
44,Isparta,448.298,311.064,137.234,2010,%69 %31
1,Ä°stanbul,13.255.685,13.120.596,135.089,2010,%99 %1
3,Ä°zmir,3.948.848,3.606.326,342.522,2010,%91 %9
18,KahramanmaraÅ,1.044.816,636.828,407.988,2010,%61 %39
67,KarabÃ¼k,227.610,177.189,50.421,2010,%78 %22
66,Karaman,232.633,159.834,72.799,2010,%69 %31
58,Kars,301.766,123.452,178.314,2010,%41 %59
50,Kastamonu,361.222,195.059,166.163,2010,%54 %46
16,Kayseri,1.234.651,1.064.164,170.487,2010,%86 %14
78,Kilis,123.135,85.923,37.212,2010,%70 %30
61,KÄ±rÄ±kkale,276.647,233.073,43.574,2010,%84 %16
55,KÄ±rklareli,332.791,219.333,113.458,2010,%66 %34
70,KÄ±rÅehir,221.876,156.731,65.145,2010,%71 %29
11,Kocaeli,1.560.138,1.459.772,100.366,2010,%94 %6
6,Konya,2.013.845,1.486.653,527.192,2010,%74 %26
36,KÃ¼tahya,590.496,383.572,206.924,2010,%65 %35
29,Malatya,740.643,480.144,260.499,2010,%65 %35
14,Manisa,1.379.484,924.267,455.217,2010,%67 %33
28,Mardin,744.606,428.899,315.707,2010,%58 %42
10,Mersin,1.647.899,1.281.048,366.851,2010,%78 %22
23,MuÄla,817.503,350.050,467.453,2010,%43 %57
47,MuÅ,406.886,143.624,263.262,2010,%35 %65
60,NevÅehir,282.337,154.103,128.234,2010,%55 %45
53,NiÄde,337.931,163.237,174.694,2010,%48 %52
30,Ordu,719.183,404.390,314.793,2010,%56 %44
42,Osmaniye,479.221,346.707,132.514,2010,%72 %28
57,Rize,319.637,197.520,122.117,2010,%62 %38
22,Sakarya,872.872,646.899,225.973,2010,%74 %26
15,Samsun,1.252.693,816.576,436.117,2010,%65 %35
9,ÅanlÄ±urfa,1.663.371,922.539,740.832,2010,%55 %45
59,Siirt,300.695,181.410,119.285,2010,%60 %40
72,Sinop,202.740,107.275,95.465,2010,%53 %47
45,ÅÄ±rnak,430.109,269.494,160.615,2010,%63 %37
32,Sivas,642.224,433.932,208.292,2010,%68 %32
24,TekirdaÄ,798.109,545.481,252.628,2010,%68 %32
34,Tokat,617.802,363.944,253.858,2010,%59 %41
27,Trabzon,763.714,415.652,348.062,2010,%54 %46
80,Tunceli,76.699,47.531,29.168,2010,%62 %38
52,UÅak,338.019,225.570,112.449,2010,%67 %33
19,Van,1.035.418,539.619,495.799,2010,%52 %48
71,Yalova,203.741,139.388,64.353,2010,%68 %32
43,Yozgat,476.096,268.349,207.747,2010,%56 %44
33,Zonguldak,619.703,287.321,332.382,2010,%46 %54
5,Adana,2.108.805,1.864.591,244.214,2011,%88 %12
35,AdÄ±yaman,593.931,356.595,237.336,2011,%60 %40
